"","height","size","mean","sd","variation","fraction"
"258",75,900,110342861.434907,24440031.4183804,0.221491731323262,1.02169316143432
"259",75,950,110212948.566502,24489275.5543258,0.222199622393272,1.02049026450465
"260",75,1000,110245260.792767,24399944.9168649,0.221324206967323,1.02078945178488
"261",70,20,510225502.95347,105572080.402717,0.206912590201012,1.04769097115702
"262",70,40,495375436.761778,93917123.6004315,0.18958776844964,1.01719802209811
"263",70,60,488268991.147169,92861265.712841,0.190184646980483,1.00260573130836
"264",70,80,497015645.382737,91744947.7246752,0.184591669451422,1.02056600694607
"265",70,100,494211860.906759,96294274.709206,0.19484411914463,1.01480874929519
"266",70,120,491327651.357478,94486152.0323434,0.192307825076178,1.00888634775663
"267",70,140,491186459.541837,95325282.3350163,0.194071478321965,1.00859642616394
"268",70,160,487921034.218043,93596745.2420662,0.191827649718088,1.00189124069413
"269",70,180,488044758.62963,93708572.8632377,0.192008153363556,1.00214529492737
"270",70,200,488992154.122976,93103160.9636721,0.190398067082806,1.00409066555026
"271",70,250,488992685.305462,94144232.2004602,0.192526872138487,1.00409175627405
"272",70,300,489996238.53897,93966651.0818171,0.191770147791336,1.00615244053177
"273",70,350,486781509.852644,93274638.3158382,0.191614998573126,0.99955135493356
"274",70,400,484923909.096168,93899006.7757355,0.193636578882552,0.995736979663589
"275",70,450,484018204.358871,95432190.0973523,0.197166530593124,0.993877216342652
"276",70,500,484471063.647221,95906393.3844703,0.19796103540728,0.994807112211953
"277",70,550,484911007.475324,94432291.9809334,0.194741489727347,0.995710487629002
"278",70,600,484561868.421067,93479791.9297338,0.192916112516933,0.994993569653115
"279",70,650,485273675.660345,93430151.2478104,0.192530845858625,0.996455186160872
"280",70,700,485874161.058015,93278133.8343675,0.191980025509588,0.997688215724878
"281",70,750,483814767.695995,94990377.4072357,0.196336250461298,0.99345948192196
"282",70,800,483802954.375546,95052423.9197705,0.196469292012606,0.993435224590444
"283",70,850,484361518.543307,95123825.2054706,0.19639013745673,0.99458217360022
"284",70,900,485656147.446465,95104049.4094582,0.195825894327718,0.997240549171386
"285",70,950,485334361.479534,94983295.9980859,0.195706926063365,0.996579797699249
"286",70,1000,485615256.564935,95340795.1223375,0.196329900746413,0.997156584322249
"287",65,20,2456672326.43392,374351267.870762,0.152381440472432,1.03221526320753
"288",65,40,2436712457.49241,435890786.548493,0.178884786019054,1.02382876365227
"289",65,60,2460502331.52698,410726334.188301,0.166927837834401,1.03382450904495
"290",65,80,2444560809.56315,391822716.914656,0.160283481344314,1.02712639057275
"291",65,100,2445508440.16642,404558806.743328,0.165429323448091,1.02752455469177
"292",65,120,2427724661.06467,402458939.795002,0.165776187987688,1.0200523785986
"293",65,140,2434194796.24777,393560295.598754,0.161679868926437,1.02277092279318
"294",65,160,2433684078.51098,404384265.733863,0.166161363878125,1.02255633550881
"295",65,180,2434649006.17116,400466941.411884,0.164486519575023,1.02296176729881
"296",65,200,2447471518.35443,411979125.633551,0.168328465742697,1.02834937745985
"297",65,250,2434498989.74741,406498786.873267,0.166974309122816,1.02289873518799
"298",65,300,2424871456.65207,422132929.872275,0.174084662803156,1.01885355321516
"299",65,350,2439824236.5818,431485477.730202,0.176851049866901,1.0251362338579
"300",65,400,2438595424.85949,442349015.896366,0.181394999509545,1.02461992641155
"301",65,450,2450388086.68221,438843667.555924,0.179091495727157,1.02957482633706
"302",65,500,2442422668.5342,434513006.281203,0.177902462124614,1.02622801198916
"303",65,550,2440395540.67249,434101923.739236,0.177881788629893,1.02537627759348
"304",65,600,2437952509.76262,431531111.36043,0.177005544460933,1.02434979401791
"305",65,650,2428340549.25649,430641400.548265,0.177339788968281,1.02031115514979
"306",65,700,2424778348.37858,427276761.106334,0.176212708840809,1.01881443209184
"307",65,750,2415946934.23377,425840832.44007,0.176262494182277,1.01510375387974
"308",65,800,2411627375.13956,430348079.524312,0.178447169724721,1.01328881308385
"309",65,850,2408860155.61102,434216627.865626,0.18025813032533,1.01212611580295
"310",65,900,2409594974.50255,440263045.842283,0.182712468485776,1.01243486323637
"311",65,950,2406049264.27369,441157388.996201,0.183353431513952,1.01094506902256
"312",65,1000,2404953396.54918,439251385.08874,0.182644447796374,1.01048462039882
"313",60,20,7995149384.8078,1230441430.08576,0.153898491555869,1.05061095726778
"314",60,40,7766303477.43471,1293570871.56604,0.16656197833687,1.02053922173912
"315",60,60,7756734264.72133,1325811782.94667,0.170923965898463,1.01928176934577
"316",60,80,7749901569.23101,1232880967.50909,0.159083435640515,1.0183839118569
"317",60,100,7770008770.16602,1290783916.5214,0.166123868672779,1.02102611960132
"318",60,120,7769362068.03102,1273835100.07381,0.163956202442325,1.02094113903167
"319",60,140,7769205258.4447,1253207807.2889,0.161304504849674,1.02092053330417
"320",60,160,7795575213.5121,1225057890.49916,0.15714785079307,1.02438570479791
"321",60,180,7770004561.84142,1220949167.01175,0.157136222674546,1.02102556660203
"322",60,200,7747230818.8141,1222167992.35578,0.157755463976593,1.01803295910829
"323",60,250,7696595516.31428,1207312127.40889,0.1568631383642,1.01137917428571
"324",60,300,7709824153.36158,1204636981.09623,0.156247011233193,1.01311749715658
"325",60,350,7706223355.70758,1171948024.88457,0.152078128389125,1.01264433057918
"326",60,400,7639579355.11886,1155919582.68074,0.151306705375895,1.0038869060603
"327",60,450,7642493028.36963,1180562437.51214,0.1544734726129,1.00426978033767
"328",60,500,7617517956.17365,1190187162.30176,0.156243433773224,1.00098790488484
"329",60,550,7624070295.94901,1200355558.24393,0.157442876527743,1.00184892193811
"330",60,600,7604236010.74179,1230083159.65677,0.16176288557051,0.999242576970012
"331",60,650,7632499497.6137,1237491550.19636,0.162134507913595,1.00295656998866
"332",60,700,7641530696.73224,1236817531.23859,0.161854683351268,1.00414332414353
"333",60,750,7638576013.83945,1231190471.92156,0.161180627081658,1.00375506095131
"334",60,800,7618088869.13649,1236606608.96892,0.162325043749337,1.00106292629915
"335",60,850,7608049419.81544,1239759248.33152,0.162953627128462,0.99974368197312
"336",60,900,7618081477.4307,1236915550.6827,0.162365754993193,1.00106195498432
"337",60,950,7624732428.5895,1238684737.9389,0.162456158237679,1.00193593016945
"338",60,1000,7623046522.24684,1240512480.98312,0.16273185233264,1.00171439188526
"339",55,20,21593211337.4281,3771802063.43781,0.174675364608692,0.955451829089741
"340",55,40,21628904401.6255,3283694851.43158,0.151819749648752,0.957031168213518
"341",55,60,21878995528.9133,3050368670.57401,0.139419959501474,0.968097147297048
"342",55,80,22086508091.4668,3412705907.4045,0.154515412453226,0.97727911909145
"343",55,100,22292947345.6599,3699033201.76043,0.165928405266726,0.986413599365481
"344",55,120,22501070617.6138,3676418906.72461,0.163388621332832,0.995622593699725
"345",55,140,22470851984.0205,3571158839.85155,0.158924051584296,0.994285486018606
"346",55,160,22622569204.001,3609985298.09014,0.159574505686635,1.00099863734518
"347",55,180,22576958837.1265,3607684722.11911,0.159794981606933,0.998980479518871
"348",55,200,22598053870.9313,3653780745.06375,0.161685637441715,0.999913888094303
"349",55,250,22539360868.2849,3682981073.79047,0.163402196509165,0.997316852578979
"350",55,300,22653238275.9408,3707122420.3146,0.163646467456787,1.00235567592659
"351",55,350,22567726466.983,3694041877.04429,0.163686930646237,0.998571967565617
"352",55,400,22497155876.4955,3675807198.04239,0.163389862177325,0.995449375066171
